time,temperature
2026-02-11 21:13:47.248+00,25.27
2026-02-11 21:13:52.224+00,25.01
2026-02-11 21:13:57.215+00,24.94
2026-02-11 21:14:02.294+00,25.41
2026-02-11 21:14:07.208+00,24.76
2026-02-11 21:14:12.208+00,25.41
2026-02-11 21:14:17.224+00,24.87
2026-02-11 21:14:22.288+00,25.23
2026-02-11 21:14:27.276+00,25.32
2026-02-11 21:14:32.294+00,24.75
2026-02-11 21:14:37.312+00,25.11
2026-02-11 21:14:42.229+00,24.65
2026-02-11 21:14:47.212+00,25.04
2026-02-11 21:14:52.212+00,24.55
2026-02-11 21:14:57.219+00,24.52
2026-02-11 21:15:02.207+00,25.1
2026-02-11 21:15:07.226+00,25.15
2026-02-11 21:15:12.231+00,24.64
2026-02-11 21:15:17.247+00,25.4
2026-02-11 21:15:22.226+00,25.28
2026-02-11 21:15:27.213+00,24.51
2026-02-11 21:15:32.3+00,25.32
2026-02-11 21:15:37.319+00,25.13
2026-02-11 21:15:42.239+00,25.14
2026-02-11 21:15:47.254+00,25.4
2026-02-11 21:15:52.27+00,24.64
2026-02-11 21:15:57.286+00,24.85
2026-02-11 21:16:02.303+00,25.39
2026-02-11 21:16:07.323+00,25.13
2026-02-11 21:16:12.237+00,24.84
2026-02-11 21:16:17.254+00,25.4
2026-02-11 21:16:22.275+00,24.97
2026-02-11 21:16:27.298+00,25.28
2026-02-11 21:16:32.307+00,24.58
2026-02-11 21:16:37.326+00,25.38
2026-02-11 21:16:42.239+00,25.31
2026-02-11 21:16:47.259+00,24.57
2026-02-11 21:16:52.275+00,25.48
2026-02-11 21:16:57.292+00,25.22
2026-02-11 21:17:02.31+00,25.08
2026-02-11 21:17:07.226+00,25.38
2026-02-11 21:17:12.243+00,25.41
2026-02-11 21:17:17.259+00,25.06
2026-02-11 21:17:22.278+00,25.04
2026-02-11 21:17:27.295+00,24.57
2026-02-11 21:17:32.318+00,25.38
2026-02-11 21:17:37.229+00,24.5
2026-02-11 21:17:42.246+00,25.07
2026-02-11 21:17:47.264+00,24.7
2026-02-11 21:17:52.281+00,25.06
2026-02-11 21:17:57.299+00,25.28
2026-02-11 21:18:02.317+00,25.23
2026-02-11 21:18:07.231+00,24.95
2026-02-11 21:18:12.249+00,25.24
2026-02-11 21:18:17.267+00,25.23
2026-02-11 21:18:22.285+00,25.19
2026-02-11 21:18:27.311+00,25.41
2026-02-11 21:18:32.32+00,24.65
2026-02-11 21:18:37.239+00,24.87
2026-02-11 21:18:42.254+00,25.4
2026-02-11 21:18:47.21+00,25.04
2026-02-11 21:18:52.288+00,24.73
2026-02-11 21:18:57.313+00,24.62
2026-02-11 21:19:02.324+00,25.12
2026-02-11 21:19:07.253+00,24.61
2026-02-12 14:10:54.079+00,24.95
2026-02-12 14:10:59.002+00,24.95
2026-02-12 14:11:04.004+00,25.18
2026-02-12 14:11:08.999+00,24.74
2026-02-12 14:11:13.99+00,24.74
2026-02-12 14:11:19.025+00,25.25
2026-02-12 14:11:24.044+00,24.52
2026-02-12 14:11:29.062+00,24.76
2026-02-12 14:11:34.085+00,25.04
2026-02-12 14:11:39.004+00,24.84
2026-02-12 14:11:43.988+00,24.51
2026-02-12 14:11:49.027+00,25.3
2026-02-12 14:11:54.018+00,25.47
2026-02-12 14:11:59.008+00,24.5
2026-02-12 14:12:04.08+00,25.33
2026-02-12 14:12:09.099+00,25.11
2026-02-12 14:12:13.988+00,24.66
2026-02-12 14:12:19.033+00,24.95
2026-02-12 14:12:23.989+00,24.84
2026-02-12 14:12:29.003+00,24.67
2026-02-12 14:12:34.085+00,24.79
2026-02-12 14:12:38.994+00,24.5
2026-02-12 14:12:43.989+00,25.3
2026-02-12 14:12:49.035+00,24.5
2026-02-12 14:12:54.054+00,24.95
2026-02-12 14:12:59.07+00,24.5
2026-02-12 14:13:04.086+00,25.04
2026-02-12 14:13:09.108+00,24.97
2026-02-12 14:13:14.023+00,25.18
2026-02-12 14:13:18.994+00,25.35
2026-02-12 14:13:24.058+00,25.31
2026-02-12 14:13:29.079+00,24.5
2026-02-12 14:13:34.09+00,25.43
2026-02-12 14:13:39.007+00,25.23
2026-02-12 14:13:44.023+00,24.58
2026-02-12 14:13:49.04+00,25.4
2026-02-12 14:13:54.06+00,24.92
2026-02-12 14:13:59.077+00,24.74
2026-02-12 14:14:04.094+00,24.6
2026-02-12 14:14:09.031+00,24.73
2026-02-12 14:14:14.03+00,25.27
2026-02-12 14:14:19.049+00,24.86
2026-02-12 14:14:24.093+00,24.87
2026-02-12 14:14:29.089+00,24.7
2026-02-12 14:14:34.097+00,24.93
2026-02-12 14:14:39.012+00,25.04
2026-02-12 14:14:44.032+00,24.62
2026-02-12 14:14:49.05+00,24.64
2026-02-12 14:14:54.079+00,24.77
2026-02-12 14:14:59.082+00,25.03
2026-02-12 14:15:04.101+00,25.18
2026-02-12 14:15:09.014+00,25.08
2026-02-12 14:15:14.035+00,24.69
2026-02-12 14:15:19.052+00,24.98
2026-02-12 14:15:24.068+00,24.65
2026-02-12 14:15:29.092+00,24.52
2026-02-12 14:15:34.104+00,24.82
2026-02-12 14:15:39.02+00,24.73
2026-02-12 14:15:44.036+00,25.42
2026-02-12 14:15:49.157+00,24.77
2026-02-12 14:15:54.071+00,24.72
2026-02-12 14:15:59.091+00,24.76
2026-02-12 14:16:04.003+00,24.96
2026-02-12 14:16:09.024+00,25.35
2026-02-12 14:16:14.041+00,25.13
2026-02-12 14:16:19.057+00,25.02
2026-02-12 14:16:24.076+00,24.69
2026-02-12 14:16:29.095+00,25.35
2026-02-12 14:16:34.009+00,25
2026-02-12 14:16:39.024+00,24.51
2026-02-12 14:16:43.99+00,25.38
2026-02-12 14:16:49.058+00,24.64
2026-02-12 14:16:54.079+00,25.18
2026-02-12 14:16:59.096+00,25.08
2026-02-12 14:17:04.01+00,25.06
2026-02-12 14:17:09.033+00,25.1
2026-02-12 14:17:14.051+00,24.58
2026-02-12 14:17:18.986+00,24.64
2026-02-12 14:17:24.08+00,25.12
2026-02-12 14:17:29.203+00,24.88
2026-02-12 14:17:34.016+00,25.28
2026-02-12 14:17:39.032+00,24.98
2026-02-12 14:17:44.058+00,24.76
2026-02-12 14:17:49.066+00,25.31
2026-02-12 14:17:54.094+00,25.45
2026-02-12 14:17:59.103+00,24.72
2026-02-12 14:18:03.989+00,25.2
2026-02-12 14:18:08.998+00,25.32
2026-02-12 14:18:14.059+00,25.04
2026-02-12 14:18:18.988+00,24.54
2026-02-12 14:18:24.007+00,24.61
2026-02-12 14:18:28.987+00,24.78
2026-02-12 14:18:34.02+00,25.47
2026-02-12 14:18:39.045+00,25.25
2026-02-12 14:18:44.055+00,25.18
2026-02-12 14:18:49.073+00,24.84
2026-02-12 14:18:54.089+00,24.81
2026-02-12 14:18:59.005+00,24.79
2026-02-12 14:19:04.028+00,25.31
2026-02-12 14:19:09.042+00,24.82
2026-02-12 14:19:14.058+00,24.53
2026-02-12 14:19:19.078+00,24.89
2026-02-12 14:19:24.093+00,25.22
2026-02-12 14:19:29.011+00,25.06
2026-02-12 14:19:34.025+00,24.97
2026-02-12 14:19:39.043+00,24.99
2026-02-12 14:19:44.063+00,24.81
2026-02-12 14:19:49.078+00,25.05
2026-02-12 14:19:54.099+00,24.67
2026-02-12 14:19:59.01+00,25.44
2026-02-12 14:20:04.029+00,24.73
2026-02-12 14:20:09.047+00,25.05
2026-02-12 14:20:13.99+00,24.65
2026-02-12 14:20:19.092+00,24.8
2026-02-12 14:20:24.1+00,25.45
2026-02-12 14:20:29.014+00,25.26
2026-02-12 14:20:34.033+00,24.55
2026-02-12 14:20:39.048+00,24.75
2026-02-12 14:20:44.068+00,25.44
2026-02-12 14:20:49.085+00,24.92
2026-02-12 14:20:54.103+00,25.16
2026-02-12 14:20:59.017+00,24.61
2026-02-12 14:21:04.036+00,25.01
2026-02-12 14:21:09.052+00,24.66
2026-02-12 14:21:14.078+00,25.48
2026-02-12 14:21:19.191+00,24.8
2026-02-12 14:21:23.997+00,25.2
2026-02-12 14:21:29.026+00,25.2
2026-02-12 14:21:34.039+00,25.25
2026-02-12 14:21:39.056+00,25.41
2026-02-12 14:21:44.074+00,25.1
2026-02-12 14:21:49.092+00,24.61
2026-02-12 14:21:54.01+00,24.87
2026-02-12 14:21:59.025+00,24.53
2026-02-12 14:22:04.044+00,24.86
2026-02-12 14:22:09.063+00,25.2
2026-02-12 14:22:14.076+00,25.25
2026-02-12 14:22:18.985+00,24.87
2026-02-12 14:22:24.008+00,25.19
2026-02-12 14:22:29.031+00,24.93
2026-02-12 14:22:34.049+00,25.05
2026-02-12 14:22:39.063+00,24.76
2026-02-12 14:22:44.084+00,25.33
2026-02-12 14:22:49.096+00,25.47
2026-02-12 14:22:54.012+00,25.35
2026-02-12 14:22:59.032+00,25.08
2026-02-12 14:23:04.049+00,24.57
2026-02-12 14:23:09.174+00,25.43
2026-02-12 14:23:14.083+00,25.35
2026-02-12 14:23:19.101+00,25.44
2026-02-12 14:23:24.014+00,25.36
2026-02-12 14:23:29.034+00,24.92
2026-02-12 14:23:34.054+00,25.46
2026-02-12 14:23:39.07+00,25.36
2026-02-12 14:23:44.086+00,25.17
2026-02-12 14:23:49.005+00,24.77
2026-02-12 14:23:54.019+00,25.35
2026-02-12 14:23:59+00,25.33
2026-02-12 14:24:04.055+00,25.46
2026-02-12 14:24:09.069+00,25.39
2026-02-12 14:24:14.089+00,25.1
2026-02-12 14:24:19.004+00,24.77
2026-02-12 14:24:24.034+00,24.99
2026-02-12 14:24:29.04+00,24.54
2026-02-12 14:24:33.996+00,24.75
2026-02-12 14:24:39.074+00,25.29
2026-02-12 14:24:43.992+00,24.61
2026-02-12 14:24:48.985+00,25.19
2026-02-12 14:24:54.025+00,24.81
2026-02-12 14:24:58.99+00,25.24
2026-02-12 14:25:03.985+00,25.39
2026-02-12 14:25:08.982+00,25.23
2026-02-12 14:25:14.099+00,25
2026-02-12 14:25:19.011+00,24.8
2026-02-12 14:25:24.03+00,24.73
2026-02-12 14:25:28.984+00,25.29
2026-02-12 14:25:34.062+00,25.37
2026-02-12 14:25:39.083+00,25.34
2026-02-12 14:25:44.107+00,25.36
2026-02-12 14:25:49.014+00,24.93
2026-02-12 14:25:54.033+00,25.41
2026-02-12 14:25:58.985+00,24.63
2026-02-12 14:26:04.065+00,24.67
2026-02-12 14:26:09.099+00,24.84
2026-02-12 14:26:14.131+00,24.88
2026-02-12 14:26:19.018+00,25.13
2026-02-12 14:26:24.035+00,24.55
2026-02-12 14:26:29.051+00,25.28
2026-02-12 14:26:34.081+00,25.05
2026-02-12 14:26:39.086+00,25.3
2026-02-12 14:26:43.986+00,25.48
2026-02-12 14:26:49.023+00,24.6
2026-02-12 14:26:54.142+00,25.13
2026-02-12 14:26:59.07+00,25.08
2026-02-12 14:27:04.073+00,24.6
2026-02-12 14:27:09.089+00,25.23
2026-02-12 14:27:14.005+00,25.06
2026-02-12 14:27:19.021+00,25.47
2026-02-12 14:27:24.039+00,25.05
2026-02-12 14:27:29.059+00,24.93
2026-02-12 14:27:34.075+00,25.21
2026-02-12 14:27:39.093+00,25.37
2026-02-12 14:27:44.006+00,25.08
2026-02-12 14:27:49.028+00,24.82
2026-02-12 14:27:54.042+00,24.58
2026-02-12 14:27:59.061+00,25.08
2026-02-12 14:28:04.078+00,24.74
2026-02-12 14:28:09.096+00,25.24
2026-02-12 14:28:13.986+00,24.59
2026-02-12 14:28:19.033+00,25.41
2026-02-12 14:28:24.047+00,25.18
2026-02-12 14:28:29.063+00,24.99
2026-02-12 14:28:34.079+00,25.14
2026-02-12 14:28:39.105+00,24.8
2026-02-12 14:28:44.013+00,25.36
2026-02-12 14:28:49.038+00,24.57
2026-02-12 14:28:54.052+00,24.96
2026-02-12 14:28:59.076+00,25.42
2026-02-12 14:29:04.084+00,24.55
2026-02-12 14:29:09.002+00,25.38
2026-02-12 14:29:14.017+00,25.26
2026-02-12 14:29:19.036+00,24.88
2026-02-12 14:29:24.056+00,24.55
2026-02-12 14:29:29.069+00,25.29
2026-02-12 14:29:34.094+00,24.77
2026-02-12 14:29:39.006+00,25.25
2026-02-12 14:29:44.019+00,25.28
2026-02-12 14:29:49.037+00,25.08
2026-02-12 14:29:54.062+00,25.17
2026-02-12 14:29:59.074+00,24.78
2026-02-12 14:30:04.089+00,24.52
2026-02-12 14:30:09.013+00,24.94
2026-02-12 14:30:14.03+00,24.57
2026-02-12 14:30:19.044+00,25.48
2026-02-12 14:30:24.06+00,25.19
2026-02-12 14:30:29.077+00,24.5
2026-02-12 14:30:34.096+00,24.86
2026-02-12 14:30:39.014+00,24.68
2026-02-12 14:30:44.026+00,25.28
2026-02-12 14:30:49.046+00,24.87
2026-02-12 14:30:54.06+00,24.66
2026-02-12 14:30:59.079+00,25.24
2026-02-12 14:31:04.095+00,24.92
2026-02-12 14:31:09.012+00,25.44
2026-02-12 14:31:14.036+00,24.76
2026-02-12 14:31:19.047+00,25.42
2026-02-12 14:31:24.066+00,25.18
2026-02-12 14:31:29.081+00,25.11
2026-02-12 14:31:33.999+00,24.56
2026-02-12 14:31:39.015+00,25.19
2026-02-12 14:31:44.036+00,25.16
2026-02-12 14:31:49.052+00,25.16
2026-02-12 14:31:54.073+00,25.41
2026-02-12 14:31:59.087+00,24.61
2026-02-12 14:32:04.002+00,24.93
2026-02-12 14:32:08.982+00,25.33
2026-02-12 14:32:14.043+00,25.15
2026-02-12 14:32:19.063+00,24.71
2026-02-12 14:32:24.072+00,25.13
2026-02-12 14:32:29.087+00,24.83
2026-02-12 14:32:34.005+00,24.75
2026-02-12 14:32:39.027+00,25.05
2026-02-12 14:32:44.043+00,24.51
2026-02-12 14:32:49.056+00,25.37
2026-02-12 14:32:54.076+00,25.48
2026-02-12 14:32:59.097+00,25.27
2026-02-12 14:33:04.11+00,25.11
2026-02-12 14:33:09.029+00,24.92
2026-02-12 14:33:14.049+00,24.71
2026-02-12 14:33:19.059+00,25.05
2026-02-12 14:33:24.075+00,24.81
2026-02-12 14:33:29.1+00,24.95
2026-02-12 14:33:34.007+00,25.18
2026-02-12 14:33:39.031+00,25.34
2026-02-12 14:33:44.048+00,24.62
2026-02-12 14:33:49.062+00,24.58
2026-02-12 14:33:54.082+00,24.86
2026-02-12 14:33:59.096+00,25.29
2026-02-12 14:34:04.012+00,24.94
2026-02-12 14:34:09.033+00,24.59
2026-02-12 14:34:14.046+00,24.67
2026-02-12 14:34:19.064+00,24.5
2026-02-12 14:34:24.086+00,25.49
2026-02-12 14:34:28.996+00,24.77
2026-02-12 14:34:34.015+00,24.52
2026-02-12 14:34:39.035+00,24.5
2026-02-12 14:34:44.054+00,25.27
2026-02-12 14:34:49.067+00,24.84
2026-02-12 14:34:54.086+00,24.58
2026-02-12 14:34:59.002+00,24.94
2026-02-12 14:35:04.024+00,24.92
2026-02-12 14:35:09.035+00,24.92
2026-02-12 14:35:14.053+00,25.4
2026-02-12 14:35:19.083+00,25.46
2026-02-12 14:35:24.089+00,24.73
2026-02-12 14:35:29.003+00,24.75
2026-02-12 14:35:34.024+00,25.03
2026-02-12 14:35:39.067+00,24.54
2026-02-12 14:35:43.988+00,25.35
2026-02-12 14:35:49.072+00,24.83
2026-02-12 14:35:54.092+00,24.78
2026-02-12 14:35:58.979+00,24.96
2026-02-12 14:36:04.023+00,24.67
2026-02-12 14:36:09.041+00,24.66
2026-02-12 14:36:13.985+00,25.34
2026-02-12 14:36:19.101+00,25.25
2026-02-12 14:36:24.094+00,24.81
2026-02-12 14:36:28.978+00,25.08
2026-02-12 14:36:34.026+00,25.13
2026-02-12 14:36:39.045+00,24.68
2026-02-12 14:36:43.979+00,24.9
2026-02-12 14:36:49.077+00,25.33
2026-02-12 14:36:54.11+00,24.9
2026-02-12 14:36:58.984+00,25.42
2026-02-12 14:37:04.029+00,25.43
2026-02-12 14:37:09.059+00,25.05
2026-02-12 14:37:14.006+00,25.36
2026-02-12 14:37:19.082+00,24.71
2026-02-12 14:37:24.1+00,25.21
2026-02-12 14:37:28.982+00,25.4
2026-02-12 14:37:34.032+00,24.67
2026-02-12 14:37:39.05+00,24.56
2026-02-12 14:37:43.982+00,24.57
2026-02-12 14:37:49.086+00,25.2
2026-02-12 14:37:54.01+00,24.91
2026-02-12 14:37:58.979+00,24.56
2026-02-12 14:38:04.036+00,24.88
2026-02-12 14:38:09.053+00,25.4
2026-02-12 14:38:13.981+00,25.24
2026-02-12 14:38:19.088+00,24.71
2026-02-12 14:38:24.004+00,24.84
2026-02-12 14:38:28.981+00,24.59
2026-02-12 14:38:34.038+00,25.32
2026-02-12 14:38:39.056+00,25.05
2026-02-12 14:38:43.982+00,25.23
2026-02-12 14:38:49.09+00,24.69
2026-02-12 14:38:54.025+00,25.18
2026-02-12 14:38:59.03+00,25.37
2026-02-12 14:39:04.045+00,24.86
2026-02-12 14:39:09.067+00,25.18
2026-02-12 14:39:13.998+00,24.73
2026-02-12 14:39:19.094+00,25.02
2026-02-12 14:39:24.011+00,25.39
2026-02-12 14:39:29.027+00,24.65
2026-02-12 14:39:34.045+00,24.73
2026-02-12 14:39:39.062+00,24.89
2026-02-12 14:39:44.079+00,25.27
2026-02-12 14:39:48.996+00,25.36
2026-02-12 14:39:54.012+00,24.63
2026-02-12 14:39:59.031+00,24.62
2026-02-12 14:40:04.048+00,24.85
2026-02-12 14:40:09.067+00,25.22
2026-02-12 14:40:14.083+00,25.29
2026-02-12 14:40:18.999+00,24.66
2026-02-12 14:40:24.015+00,25.23
2026-02-12 14:40:29.034+00,25.38
2026-02-12 14:40:34.06+00,25.32
2026-02-12 14:40:39.07+00,25.26
2026-02-12 14:40:44.086+00,24.63
2026-02-12 14:40:49+00,24.5
2026-02-12 14:40:54.028+00,24.67
2026-02-12 14:40:59.035+00,25.45
2026-02-12 14:41:04.055+00,24.97
2026-02-12 14:41:09.071+00,25.34
2026-02-12 14:41:14.09+00,24.95
2026-02-12 14:41:19.008+00,24.79
2026-02-12 14:41:24.025+00,24.61
2026-02-12 14:41:29.045+00,24.94
2026-02-12 14:41:34.057+00,25.18
2026-02-12 14:41:39.075+00,24.57
2026-02-12 14:41:44.092+00,25.1
2026-02-12 14:41:49.006+00,24.66
2026-02-12 14:41:54.025+00,24.58
2026-02-12 14:41:59.043+00,25.38
2026-02-12 14:42:04.06+00,25.35
2026-02-12 14:42:09.081+00,24.87
2026-02-12 14:42:13.993+00,24.78
2026-02-12 14:42:18.976+00,25.41
2026-02-12 14:42:23.977+00,24.98
2026-02-12 14:42:28.995+00,24.6
2026-02-12 14:42:34.072+00,24.94
2026-02-12 14:42:38.977+00,24.87
2026-02-12 14:42:43.984+00,25
2026-02-12 14:42:49.017+00,25.47
2026-02-12 14:42:54.031+00,25.36
2026-02-12 14:42:59.048+00,24.99
2026-02-12 14:43:04.065+00,25.24
2026-02-12 14:43:09.011+00,24.58
2026-02-12 14:43:13.973+00,24.77
2026-02-12 14:43:19.018+00,24.72
2026-02-12 14:43:24.035+00,24.78
2026-02-12 14:43:29.05+00,24.63
2026-02-12 14:43:34.068+00,25.32
2026-02-12 14:43:39.087+00,24.84
2026-02-12 14:43:44.105+00,24.79
2026-02-12 14:43:49.021+00,24.82
2026-02-12 14:43:53.979+00,25.14
2026-02-12 14:43:59.167+00,25.05
2026-02-12 14:44:04.073+00,25.42
2026-02-12 14:44:08.987+00,25.07
2026-02-12 14:44:13.974+00,24.66
2026-02-12 14:44:18.975+00,25.48
2026-02-12 14:44:24.044+00,25.47
2026-02-12 14:44:28.974+00,25.28
2026-02-12 14:44:34.077+00,25.3
2026-02-12 14:44:38.982+00,24.5
2026-02-12 14:44:44.009+00,24.83
2026-02-12 14:44:49.027+00,24.96
2026-02-12 14:44:53.974+00,25.03
2026-02-12 14:44:59.069+00,25.49
2026-02-12 14:45:03.977+00,24.64
2026-02-12 14:45:08.974+00,25.35
2026-02-12 14:45:14.01+00,24.53
2026-02-12 14:45:19.03+00,25.4
2026-02-12 14:45:23.975+00,25.27
2026-02-12 14:45:28.976+00,25.3
2026-02-12 14:45:34.083+00,24.62
2026-02-12 14:45:38.996+00,24.5
2026-02-12 14:45:43.975+00,24.68
2026-02-12 14:45:49.031+00,25.16
2026-02-12 14:45:54.051+00,24.69
2026-02-12 14:45:59.066+00,24.67
2026-02-12 14:46:04.086+00,25.14
2026-02-12 14:46:08.973+00,24.75
2026-02-12 14:46:14.02+00,24.84
2026-02-12 14:46:18.971+00,24.61
2026-02-12 14:46:24.051+00,25.1
2026-02-12 14:46:28.974+00,24.9
2026-02-12 14:46:33.973+00,25.3
2026-02-12 14:46:39.003+00,25.44
2026-02-12 14:46:44.02+00,25.31
2026-02-12 14:46:48.973+00,25.37
2026-02-12 14:46:54.062+00,24.69
2026-02-12 14:46:59.073+00,25.3
2026-02-12 14:47:03.975+00,24.95
2026-02-12 14:47:09.01+00,25.1
2026-02-12 14:47:14.022+00,24.63
2026-02-12 14:47:19.04+00,24.91
2026-02-12 14:47:24.176+00,24.94
2026-02-12 14:47:28.998+00,25.43
2026-02-12 14:47:33.993+00,24.87
2026-02-12 14:47:39.008+00,24.99
2026-02-12 14:47:44.039+00,24.78
2026-02-12 14:47:49.059+00,24.68
2026-02-12 14:47:54.062+00,25.34
2026-02-12 14:47:59.079+00,24.75
2026-02-12 14:48:04.006+00,25.11
2026-02-12 14:48:08.974+00,24.53
2026-02-12 14:48:13.975+00,24.69
2026-02-12 14:48:19.049+00,24.5
2026-02-12 14:48:24.063+00,24.5
2026-02-12 14:48:29.08+00,24.79
2026-02-12 14:48:34.208+00,25.05
2026-02-12 14:48:39.014+00,24.65
2026-02-12 14:48:44.031+00,24.81
2026-02-12 14:48:48.972+00,24.61
2026-02-12 14:48:53.976+00,25.11
2026-02-12 14:48:59.084+00,24.79
2026-02-12 14:49:04.102+00,24.81
2026-02-12 14:49:09.02+00,24.98
2026-02-12 14:49:14.035+00,24.74
2026-02-12 14:49:18.978+00,25.32
2026-02-12 14:49:24.071+00,24.87
2026-02-12 14:49:29.087+00,25.07
2026-02-12 14:49:33.975+00,25.19
2026-02-12 14:49:39.02+00,24.82
2026-02-12 14:49:44.039+00,25.31
2026-02-12 14:49:48.972+00,24.71
2026-02-12 14:49:54.077+00,24.66
2026-02-12 14:49:59.089+00,25.26
2026-02-12 14:50:03.973+00,25.14
2026-02-12 14:50:09.028+00,25.26
2026-02-12 14:50:14.051+00,25.37
2026-02-12 14:50:18.971+00,24.52
2026-02-12 14:50:24.075+00,24.54
2026-02-12 14:50:28.992+00,25.3
2026-02-12 14:50:33.976+00,24.97
2026-02-12 14:50:39.028+00,24.98
2026-02-12 14:50:44.043+00,25.03
2026-02-12 14:50:48.973+00,24.81
2026-02-12 14:50:54.081+00,24.79
2026-02-12 14:50:59.205+00,24.91
2026-02-12 14:51:03.976+00,24.72
2026-02-12 14:51:09.03+00,24.7
2026-02-12 14:51:14.059+00,24.94
2026-02-12 14:51:18.975+00,24.65
2026-02-12 14:51:24.085+00,24.97
2026-02-12 14:51:28.97+00,24.93
2026-02-12 14:51:33.973+00,24.97
2026-02-12 14:51:39.038+00,24.55
2026-02-12 14:51:44.051+00,25.02
2026-02-12 14:51:48.991+00,24.76
2026-02-12 14:51:54.084+00,24.76
2026-02-12 14:51:59.007+00,24.61
2026-02-12 14:52:03.969+00,24.6
2026-02-12 14:52:09.037+00,25.18
2026-02-12 14:52:14.054+00,24.72
2026-02-12 14:52:18.978+00,25.44
2026-02-12 14:52:24.09+00,24.77
2026-02-12 14:52:29.004+00,24.81
2026-02-12 14:52:33.996+00,24.52
2026-02-12 14:52:38.97+00,25.07
2026-02-12 14:52:44.056+00,25.24
2026-02-12 14:52:48.972+00,24.89
2026-02-12 14:52:53.971+00,24.78
2026-02-12 14:52:59.006+00,24.96
2026-02-12 14:53:03.981+00,24.87
2026-02-12 14:53:09.144+00,25.31
2026-02-12 14:53:14.059+00,24.59
2026-02-12 14:53:19.12+00,24.75
2026-02-12 14:53:23.974+00,25.16
2026-02-12 14:53:29.009+00,24.77
2026-02-12 14:53:34.03+00,25.11
2026-02-12 14:53:38.977+00,24.97
2026-02-12 14:53:44.065+00,24.76
2026-02-12 14:53:49.078+00,25.13
2026-02-12 14:53:53.994+00,24.76
2026-02-12 14:53:59.013+00,25.4
2026-02-12 14:54:04.029+00,25.15
2026-02-12 14:54:09.048+00,25.43
2026-02-12 14:54:14.067+00,24.81
2026-02-12 14:54:19.086+00,24.8
2026-02-12 14:54:24.002+00,24.54
2026-02-12 14:54:29.018+00,25
2026-02-12 14:54:34.032+00,24.9
2026-02-12 14:54:39.05+00,24.82
2026-02-12 14:54:44.069+00,25.32
2026-02-12 14:54:49.083+00,25.44
2026-02-12 14:54:54.002+00,24.83
2026-02-12 14:54:59.022+00,25.32
2026-02-12 14:55:04.055+00,24.99
2026-02-12 14:55:09.056+00,25.49
2026-02-12 14:55:14.074+00,24.98
2026-02-12 14:55:18.988+00,25.14
2026-02-12 14:55:24.004+00,25.06
2026-02-12 14:55:29.026+00,24.94
2026-02-12 14:55:34.146+00,25.44
2026-02-12 14:55:39.057+00,25.37
2026-02-12 14:55:44.077+00,25.38
2026-02-12 14:55:48.992+00,25.11
2026-02-12 14:55:54.009+00,24.95
2026-02-12 14:55:59.024+00,25.29
2026-02-12 14:56:04.041+00,24.94
2026-02-12 14:56:09.059+00,24.65
2026-02-12 14:56:14.087+00,24.8
2026-02-12 14:56:18.969+00,25.1
2026-02-12 14:56:24.013+00,24.53
2026-02-12 14:56:29.029+00,24.92
2026-02-12 14:56:34.047+00,24.94
2026-02-12 14:56:39.064+00,25.45
2026-02-12 14:56:44.081+00,24.59
2026-02-12 14:56:48.997+00,25.4
2026-02-12 14:56:53.968+00,25.21
2026-02-12 14:56:59.067+00,25.34
2026-02-12 14:57:04.049+00,25.44
2026-02-12 14:57:09.067+00,25.03
2026-02-12 14:57:14.087+00,24.83
2026-02-12 14:57:19.001+00,25.09
2026-02-12 14:57:24.02+00,25.22
2026-02-12 14:57:29.033+00,24.66
2026-02-12 14:57:34.051+00,24.97
2026-02-12 14:57:38.974+00,25.4
2026-02-12 14:57:44.086+00,24.51
2026-02-12 14:57:49.002+00,25.46
2026-02-12 14:57:53.968+00,24.74
2026-02-12 14:57:59.037+00,25.28
2026-02-12 14:58:04.055+00,24.73
2026-02-12 14:58:09.073+00,25.33
2026-02-12 14:58:13.967+00,24.78
2026-02-12 14:58:19.007+00,25.35
2026-02-12 14:58:24.023+00,25.29
2026-02-12 14:58:29.04+00,24.73
2026-02-12 14:58:34.057+00,24.63
2026-02-12 14:58:39.087+00,25.08
2026-02-12 14:58:43.991+00,24.67
2026-02-12 14:58:49.011+00,24.53
2026-02-12 14:58:54.025+00,25.12
2026-02-12 14:58:59.045+00,25.13
2026-02-12 14:59:04.068+00,25.47
2026-02-12 14:59:09.078+00,25.01
2026-02-12 14:59:13.995+00,24.86
2026-02-12 14:59:19.016+00,25.04
2026-02-12 14:59:24.028+00,25.34
2026-02-12 14:59:29.052+00,24.64
2026-02-12 14:59:34.063+00,25.24
2026-02-12 14:59:39.081+00,25.39
2026-02-12 14:59:43.995+00,25.43
2026-02-12 14:59:49.014+00,25.32
2026-02-12 14:59:54.03+00,24.58
2026-02-12 14:59:59.048+00,25.32
2026-02-12 15:00:04.065+00,24.65
2026-02-12 15:00:09.085+00,25.21
2026-02-12 15:00:13.999+00,24.77
2026-02-12 15:00:19.015+00,25.28
2026-02-12 15:00:24.037+00,25.29
2026-02-12 15:00:28.981+00,25.05
2026-02-12 15:00:33.974+00,25.11
2026-02-12 15:00:38.987+00,24.93
2026-02-12 15:00:43.979+00,24.66
2026-02-12 15:00:48.964+00,25.2
2026-02-12 15:00:54.039+00,24.6
